"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"PATRICIA SIQUEIRA NERI";"SUBTENENTE SIQUEIRA NERI";"Deputado Federal";5166;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"SUELEN DE SOUZA LAZARINI";"SUELEN LAZARINI";"Deputado Federal";3035;"NOVO";"NOVO";"Deferido";"Suplente"
"SUELI ALVES";"SUELI - LUTA EM MOVIMENTO";"Deputado Federal";5037;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"SUELI DOS SANTOS SILVA BARBOSA";"SUELI BARBOSA";"Deputado Federal";3601;"AGIR";"AGIR";"Deferido";"Não eleito"
"SUSANA LAMBERT DE BRITO SILVA";"SUSANA LAMBERT";"Deputado Federal";5557;"PSD";"PSD";"Deferido";"Suplente"
"SUSANNA DO VAL MOORE";"SUSANNA POLICIAL FEDERAL";"Deputado Federal";5550;"PSD";"PSD";"Deferido";"Suplente"
"SUZANA PIROZI ADERNE";"SUZANA";"Deputado Federal";3315;"PMN";"PMN";"Deferido";"Não eleito"
"SUZECLEA SOUZA SANTOS";"SUZI";"Deputado Federal";2875;"PRTB";"PRTB";"Renúncia";"Não eleito"
"SYLVIO MALHEIRO JUNIOR";"SYLVIO MALHEIRO";"Deputado Federal";1460;"PTB";"PTB";"Deferido";"Não eleito"
"SYLVIO MACEDO SOARES JUNIOR";"SYLVIO SOARES";"Deputado Federal";3322;"PMN";"PMN";"Deferido";"Não eleito"
"SYMMY LARRAT BRITO DE CARVALHO";"SYMMY LARRAT";"Deputado Federal";1369;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"TABATA CLAUDIA AMARAL DE PONTES";"TABATA AMARAL";"Deputado Federal";4040;"PSB";"PSB";"Deferido";"Eleito por QP"
"ELIAS TADEU NOGUEIRA DE OLIVEIRA";"TADEU NOGUEIRA";"Deputado Federal";3510;"PMB";"PMB";"Deferido";"Não eleito"
"TAINÁ GUIMARÃES MIRANDA";"TAINA MIRANDA";"Deputado Federal";2856;"PRTB";"PRTB";"Renúncia";"Não eleito"
"TAIS ANTEZANA PACHECO";"TAÍS ANTEZANA PACHECO";"Deputado Federal";3009;"NOVO";"NOVO";"Renúncia";"Concorrendo"
"TAKAHARU YAMAUCHI";"TAKA YAMAUCHI";"Deputado Federal";1530;"MDB";"MDB";"Deferido";"Suplente"
"TALMA CRISTINA NONAKA";"TALMA NONAKA";"Deputado Federal";5528;"PSD";"PSD";"Deferido";"Suplente"
"TAMIRES GOMES SAMPAIO";"TAMIRES SAMPAIO";"Deputado Federal";1328;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"TANDARA ALVES CAIXETA";"TANDARA CAIXETA";"Deputado Federal";1511;"MDB";"MDB";"Deferido";"Suplente"
"TANIA CRISTINA MARTINS SILVA";"TANIA LOIRA";"Deputado Federal";7771;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"CARLOS TARCISIO PAULO";"TARCISIO A VOZ DOS NORDESTINOS";"Deputado Federal";1214;"PDT";"PDT";"Indeferido";"Concorrendo"
"ELISANGELA RODRIGUES DA SILVA";"TATÁ RODRIGUES";"Deputado Federal";3391;"PMN";"PMN";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"TATIANE SOARES DA SILVA";"TATI DA ANALÂNDIA";"Deputado Federal";3589;"PMB";"PMB";"Deferido";"Não eleito"
"TATIANA LIMA SCHIMIGUEL";"TATIANA LIMA";"Deputado Federal";7796;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ANA MARIA DE GOUVÊA";"TECA GOUVÊA";"Deputado Federal";4020;"PSB";"PSB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"DOMINGOS LUCIO FLEMING GALILEU DE VASCONCELOS";"TEDDY VASCONCELOS";"Deputado Federal";1028;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"TELMA GIMENEZ LOUREIRO";"TELMA GIMENEZ";"Deputado Federal";1210;"PDT";"PDT";"Indeferido";"Não eleito"
"LUIZ DE ALBUQUERQUE FERREIRA";"TENENTE ALBUQUERQUE BUKA";"Deputado Federal";5190;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"MOSART ARAGÃO PEREIRA";"TENENTE MOSART";"Deputado Federal";2238;"PL";"PL";"Deferido";"Suplente"
"JOSE CICERO DE OLIVEIRA";"TENENTE OLIVEIRA";"Deputado Federal";3634;"AGIR";"AGIR";"Deferido";"Não eleito"
"PAULO SUSSUMU KOBAYASHI";"TENENTE PAULO KOBAYASHI";"Deputado Federal";1400;"PTB";"PTB";"Deferido";"Não eleito"
"MARIA TERESA SELBACH EYMAEL";"TERESA EYMAEL";"Deputado Federal";2788;"DC";"DC";"Indeferido";"Não eleito"
"ESTHEFANIA ROBERTA DE OLIVEIRA";"TETÊ";"Deputado Federal";5014;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"THAIS ALBERTINA DA CRUZ";"THAIS CRUZ";"Deputado Federal";2897;"PRTB";"PRTB";"Deferido";"Não eleito"
"THAIS RABELLO SILVA";"THAÍS RABELLO";"Deputado Federal";1610;"PSTU";"PSTU";"Deferido";"Não eleito"
"THAISE DIAS LIMA DE SOUZA";"THAISE LIMA";"Deputado Federal";9092;"PROS";"PROS";"Indeferido";"Não eleito"
"THALIA SILVA DE FARIA";"THALIA BRASIL";"Deputado Federal";1117;"PP";"PP";"Deferido";"Suplente"
"RAUL THAME DE TOLEDO ALMEIDA";"THAME";"Deputado Federal";4342;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"BRAZ HENRIQUE TELES";"THELLES";"Deputado Federal";1801;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"THEREZA CHRISTINA FARIA LIMA";"THEREZA FARIA LIMA";"Deputado Federal";5181;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"THIAGO DOS REIS PEREIRA DOS SANTOS";"THIAGO DOS REIS";"Deputado Federal";1399;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Indeferido";"Concorrendo"
"THIAGO HENRIQUE DA SILVA DORIGAN";"THIAGO HENRIQUE DURIGAN";"Deputado Federal";2067;"PSC";"PSC";"Deferido";"Suplente"
"THIAGO IMBERNOM";"THIAGO IMBERNOM";"Deputado Federal";3005;"NOVO";"NOVO";"Deferido";"Suplente"
"THIAGO JOSÉ ISOLA";"THIAGO ISOLA";"Deputado Federal";7078;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"THIAGO BONFIM DE OLIVEIRA";"THIAGO OLIVEIRA";"Deputado Federal";3028;"NOVO";"NOVO";"Deferido";"Suplente"
"THIAGO DE AZEVEDO LOPES FONSECA";"THIAGO SURFISTA";"Deputado Federal";5503;"PSD";"PSD";"Deferido";"Suplente"
"CATARINA SANTOS BRIOZO";"TIA CATARINA";"Deputado Federal";1179;"PP";"PP";"Indeferido";"Concorrendo"
"RAQUEL BARBOSA DOS SANTOS";"TIA RAQUEL";"Deputado Federal";4553;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Renúncia";"Concorrendo"
"TIAGO RAMOS DE CAMPOS";"TIAGO CAMPOS";"Deputado Federal";1130;"PP";"PP";"Deferido";"Suplente"
"TIAGO SOUZA GUEDES";"TIAGO GUEDES";"Deputado Federal";2840;"PRTB";"PRTB";"Deferido";"Não eleito"
"TIAGO PIRES";"TIAGO PIRES";"Deputado Federal";2997;"PCO";"PCO";"Deferido";"Não eleito"
"JOSE SEBASTIÃO LEANDRO DOS SANTOS";"TIÃO";"Deputado Federal";3303;"PMN";"PMN";"Deferido";"Não eleito"
"ANA CRISTINA ELIAS LOURENÇO";"TINA DA SAÚDE";"Deputado Federal";4403;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"VALTER SANTIAGO";"TIO VALTER";"Deputado Federal";2059;"PSC";"PSC";"Deferido";"Suplente"
"FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA";"TIRIRICA";"Deputado Federal";2255;"PL";"PL";"Deferido";"Eleito por média"
"ANTONIO DONIZETE LIMA DE ALENCAR";"TONINHO DA MARIFLEX";"Deputado Federal";9011;"PROS";"PROS";"Deferido";"Suplente"
"ANTONIO CARLOS TONINI";"TONINHO TONINI";"Deputado Federal";3699;"AGIR";"AGIR";"Deferido";"Não eleito"
"ANTONIO PEREIRA DOS SANTOS";"TONNY SANTOS";"Deputado Federal";1116;"PP";"PP";"Deferido";"Suplente"
"TONY VINICIUS DE OLIVEIRA";"TONY OLIVEIRA";"Deputado Federal";3073;"NOVO";"NOVO";"Deferido";"Suplente"
"ANTONIO CARLOS DE SOUZA SANTANA";"TONY SANTTANA";"Deputado Federal";1138;"PP";"PP";"Deferido";"Suplente"
"ULISSES HENRIQUE MATIAS COSTA";"ULISSES COSTA";"Deputado Federal";5183;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"URIÃ FANCELLI BAUMGARTNER";"URIÃ FANCELLI";"Deputado Federal";1930;"PODE";"PODE";"Renúncia";"Concorrendo"
"CÃNDIDO ELPÍDIO DE SOUZA VACCAREZZA";"VACCAREZZA";"Deputado Federal";7070;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"VAGNER BERTI";"VAGNER BERTI";"Deputado Federal";1449;"PTB";"PTB";"Deferido";"Não eleito"
"VAGNER JOSE DOS SANTOS";"VAGNER SANTOS";"Deputado Federal";1003;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"VALDETE GOMES DUTRA PEREIRA";"VAL DUTRA";"Deputado Federal";1967;"PODE";"PODE";"Deferido";"Suplente"
"VALDECI ANTONIO DE PROENÇA";"VALDECI PROENÇA";"Deputado Federal";1905;"PODE";"PODE";"Deferido";"Suplente"
"VALDINEI MARCELINO LIMA";"VALDINEI NEGÃO";"Deputado Federal";5534;"PSD";"PSD";"Deferido";"Suplente"
"PAULO JORGE VALENTIM";"VALENTIM";"Deputado Federal";7011;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"VALÉRIA MEIRELLES MONTEIRO";"VALÉRIA MONTEIRO";"Deputado Federal";5552;"PSD";"PSD";"Deferido";"Suplente"
"VALTER FRANCISCO BRITO";"VALTÃO";"Deputado Federal";9044;"PROS";"PROS";"Deferido";"Suplente"
"VALTER ALCANTARA ROSSI";"VALTER ALCANTARA ROSSI";"Deputado Federal";3535;"PMB";"PMB";"Deferido";"Não eleito"
"VANDERCI EDUARDO PEREIRA";"VANDERCI PEREIRA";"Deputado Federal";2074;"PSC";"PSC";"Deferido";"Suplente"
"VANDERLEI MACRIS";"VANDERLEI MACRIS";"Deputado Federal";4551;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"VANESSA ARAUJO";"VANESSA ARAUJO PROTETORA";"Deputado Federal";1208;"PDT";"PDT";"Deferido";"Não eleito"
"VANESSSA FERREIRA MARCELO LAURINDO";"VANESSA FERREIRA";"Deputado Federal";4061;"PSB";"PSB";"Deferido";"Suplente"
"VANESSA FERREIRA GOMES";"VANESSA GOMES";"Deputado Federal";2221;"PL";"PL";"Deferido";"Suplente"
"VANIA DA PAIXÃO LANA ONWUDIWE";"VANIA DA PAIXÃO";"Deputado Federal";1079;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"VÂNIA REGINA RIBEIRO";"VANIA RIBEIRO";"Deputado Federal";9060;"PROS";"PROS";"Deferido";"Suplente"
"LUIZ ANTÔNIO VASSOLER";"VASSOLER";"Deputado Federal";2000;"PSC";"PSC";"Deferido";"Suplente"
"VALDEMAR SILVA";"VAVA DO TRANSPORTE";"Deputado Federal";1415;"PTB";"PTB";"Deferido";"Não eleito"
"EMERSON VIRGILIO VENANCIO";"VENÂNCIO";"Deputado Federal";3665;"AGIR";"AGIR";"Deferido";"Não eleito"
"ALEXANDRE GLUSKOSKI VENEGAS";"VENEGAS DO COMEX";"Deputado Federal";4527;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"DIUMIRA CARDOSO DE LIMA";"VERA DA PERTIGALETE";"Deputado Federal";1953;"PODE";"PODE";"Deferido";"Suplente"
"VERA LÚCIA SANTOS DE FRANÇA";"VERA FRANÇA";"Deputado Federal";3679;"AGIR";"AGIR";"Deferido";"Não eleito"
"VERA LUCIA SERVONE PINTO";"VERA SERVONE";"Deputado Federal";1489;"PTB";"PTB";"Deferido";"Não eleito"
"CESAR FERREIRA LONGARES";"VETERANO LONGARES";"Deputado Federal";2757;"DC";"DC";"Indeferido";"Concorrendo"
"WILSON GRASSI JÚNIOR";"VETERINÁRIO WILSON GRASSI";"Deputado Federal";4330;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Indeferido";"Não eleito"
"VICENTE PAULO DA SILVA";"VICENTINHO";"Deputado Federal";1390;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"VILMA MARQUES RIBEIRO";"VILMA MARQUES";"Deputado Federal";2833;"PRTB";"PRTB";"Deferido";"Não eleito"
"VINICIUS RAPOZO DE CARVALHO";"VINICIUS CARVALHO";"Deputado Federal";1085;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Eleito por QP"
"VINICIUS MANGABEIRA CARINI";"VINICIUS MANGABEIRA";"Deputado Federal";3023;"NOVO";"NOVO";"Deferido";"Suplente"
"VINICIUS MARCHESE MARINELLI";"VINICIUS MARCHESE";"Deputado Federal";5588;"PSD";"PSD";"Deferido";"Suplente"
"VINICIUS SAUDINO DE MORAES";"VINICIUS SAUDINO";"Deputado Federal";5532;"PSD";"PSD";"Deferido";"Suplente"
"VERGINIA ALVES PEREIRA";"VIRGÍNIA ALVES";"Deputado Federal";3500;"PMB";"PMB";"Deferido";"Não eleito"
"VITOR LIPPI";"VITOR LIPPI";"Deputado Federal";4510;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Eleito por QP"
"VITOR NARESSI NETTO";"VITOR NARESSI";"Deputado Federal";4460;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ELISA VITÓRIA OLIVEIRA CABARITI";"VITÓRIA BOLINHA CURY";"Deputado Federal";2765;"DC";"DC";"Deferido";"Não eleito"
"VIVIANE SOARES DE OLIVEIRA ALVES";"VIVIANE ALVES";"Deputado Federal";4472;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"VIVIANE BERGAMO MORGERO";"VIVIANE BERGAMO MORGERO";"Deputado Federal";1484;"PTB";"PTB";"Deferido";"Não eleito"
"VIVIANE RODRIGUES DA SILVA AUGUSTO";"VIVIANE DA SAUDE";"Deputado Federal";3628;"AGIR";"AGIR";"Deferido";"Não eleito"
"VLADIMIR FRANCISCHINELLI ARRUDA LEITE";"VLADIMIR ARRUDA";"Deputado Federal";3007;"NOVO";"NOVO";"Deferido";"Suplente"
"VLADIMIR PINHEIRO SAFATLE";"VLADIMIR SAFATLE";"Deputado Federal";5033;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"WAGNER OCIMAR BALIEIRO";"WAGNER BALIEIRO";"Deputado Federal";1320;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"WAGNER PEREIRA DA SILVA";"WAGNER FEDERAL";"Deputado Federal";2805;"PRTB";"PRTB";"Renúncia";"Concorrendo"
"WALDEMIR APARECIDO SOARES JUNIOR";"WALDEMIR SOARES JUNIOR";"Deputado Federal";1606;"PSTU";"PSTU";"Deferido";"Não eleito"
"WALTECY ALVES DOS SANTOS";"WALTECY";"Deputado Federal";5077;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"WALTER DE BARROS";"WALTER DE BARROS";"Deputado Federal";7015;"AVANTE";"AVANTE";"Indeferido";"Não eleito"
"WALTER FERNANDES DA SILVA";"WALTER FERNANDES";"Deputado Federal";3051;"NOVO";"NOVO";"Deferido";"Suplente"
"WALTER SHINDI IIHOSHI";"WALTER IHOSHI";"Deputado Federal";5570;"PSD";"PSD";"Deferido";"Suplente"
"WALTER JOSÉ DA SILVA";"WALTER TATO";"Deputado Federal";1984;"PODE";"PODE";"Deferido";"Suplente"
"WANESSA SOUSA BOMFIM";"WANESSA BOMFIM";"Deputado Federal";1980;"PODE";"PODE";"Deferido";"Suplente"
"WASHINGTON DA SILVA SANTOS";"WASHIGTON SANTOS";"Deputado Federal";2039;"PSC";"PSC";"Deferido";"Suplente"
"WELDER DOUGLAS DA SILVA";"WELDER DOUGLAS";"Deputado Federal";1412;"PTB";"PTB";"Deferido";"Não eleito"
"WELLER PEREIRA GONÇALVES";"WELLER GONÇALVES";"Deputado Federal";1616;"PSTU";"PSTU";"Deferido";"Não eleito"
"WESLEY CASA FORTE MARIANO";"WESLEY CASA FORTE";"Deputado Federal";4022;"PSB";"PSB";"Deferido";"Suplente"
"WESLEY LEONARDO CEZAR";"WESLEY CEZAR (LELINHO)";"Deputado Federal";1222;"PDT";"PDT";"Deferido";"Não eleito"
"WESLEY RENATO DE OLIVEIRA SOUZA";"WESLEY ROS";"Deputado Federal";2280;"PL";"PL";"Deferido";"Suplente"
"WILLIAM GABRIEL CALLEGARO";"WILLIAM CALLEGARO";"Deputado Federal";4050;"PSB";"PSB";"Deferido";"Suplente"
"WILLIAM SILVA DAS MERCES";"WILLIAM SILVA";"Deputado Federal";4097;"PSB";"PSB";"Deferido";"Suplente"
"WILSON KEIITI HAYASHIDA";"WILSON KEIITI JAPA";"Deputado Federal";2825;"PRTB";"PRTB";"Deferido";"Não eleito"
"WILSON CALDEIRA PAIVA";"WILSON PAIVA";"Deputado Federal";1234;"PDT";"PDT";"Deferido";"Não eleito"
"WILSON JOÃO DA TRINDADE";"WILSON TRINDADE";"Deputado Federal";9058;"PROS";"PROS";"Deferido";"Suplente"
"AMÉRICO ALEXANDRE CIANFARANI XAVIER";"XAVIER";"Deputado Federal";1280;"PDT";"PDT";"Deferido";"Não eleito"
"NELSON XIMENES JUNIOR";"XIMENES JUNIOR";"Deputado Federal";4054;"PSB";"PSB";"Deferido";"Suplente"
"YAN LOPES DE ALMEIDA";"YAN LOPES";"Deputado Federal";2040;"PSC";"PSC";"Deferido";"Suplente"
"YARA DE SOUZA LIMA";"YARA LIMA";"Deputado Federal";3326;"PMN";"PMN";"Deferido";"Não eleito"
"JOSE WANDERLEY DE ANDRADE";"ZÉ AMIGUINHO";"Deputado Federal";1962;"PODE";"PODE";"Deferido";"Suplente"
"JOSÉ ROBERTO CAMARGO";"ZÉ CAMARGO";"Deputado Federal";2821;"PRTB";"PRTB";"Indeferido";"Não eleito"
"JOSÉ PAULO DE MENDONÇA LEMOS";"ZÉ DA ESTRADA";"Deputado Federal";3646;"AGIR";"AGIR";"Deferido";"Não eleito"
"JOSÉ AZEVEDO PIRES";"ZÉ DO BODE";"Deputado Federal";2898;"PRTB";"PRTB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"JOSE SILVA MIGUEL JUNIOR";"ZÉ MIGUEL";"Deputado Federal";7033;"AVANTE";"AVANTE";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"JOSÉ ADÃO DA COSTA";"ZÉ O MAQUININHA";"Deputado Federal";4415;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"JOSE PAULINO DE SOUZA JUNIOR";"ZÉ PAULINO";"Deputado Federal";7704;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"JOSE GERALDO DE CARVALHO";"ZEDAVAN";"Deputado Federal";3654;"AGIR";"AGIR";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"MARIA JOSÉ DOS SANTOS CHAVES";"ZEZÉ SANTOS ASSISTENTE SOCIAL";"Deputado Federal";4063;"PSB";"PSB";"Deferido";"Suplente"
"REGINALDO CAMILO DOS SANTOS";"ZEZINHO";"Deputado Federal";1351;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"JOSÉ BARBOSA DA SILVA";"ZEZINHO CABELEIREIRO";"Deputado Federal";1125;"PP";"PP";"Renúncia";"Concorrendo"
"WILLIAM DE SOUZA SILVA";"ZIDANE";"Deputado Federal";7055;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"RUZINON SILVA";"ZINON SILVÁ";"Deputado Federal";5129;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ZULEICA MADALENA SANTORO";"ZU SANTORO";"Deputado Federal";1932;"PODE";"PODE";"Deferido";"Suplente"
